Age,BuildingType,PrimaryPropertyType,NumberofBuildings,NumberofFloors,LargestPropertyUseType,SteamUse(kBtu)_Usage,Electricity(kBtu)_Usage,NaturalGas(kBtu)_Usage,TotalUseTypeNumber,RateParking,RateBuilding,RatePerFloors,RatePerBuildings,log_SiteEnergyUse(kBtu),log_TotalGHGEmissions,log_PropertyGFATotal
79,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,52325.0,52325.0,13.603516108170671,2.946016681308058,10.865248658455041
96,NonResidential,Other,1.0,4,Other,0,1,1,4,0.0,1.0,5150.0,20600.0,12.509281673489474,2.3711778844596574,9.933094897288786
72,NonResidential,Retail,1.0,1,Retail,0,1,0,1,0.0,1.0,25880.0,25880.0,12.001266187357068,0.76080582903376,10.161264387744689
56,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,45842.0,45842.0,13.616273487148828,2.60638654732571,10.732977794273367
44,NonResidential,Other,1.0,1,Other,0,1,1,1,0.0,1.0,31365.0,31365.0,13.3893212098804,1.8066480817218056,10.35347978269437
106,NonResidential,Other,1.0,1,Other,0,1,1,1,0.0,1.0,32100.0,32100.0,13.538451692244134,3.2872818575322613,10.376642461280849
50,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,20520.0,20520.0,13.970708189546231,3.7340917969354845,9.929204031040765
71,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,22972.0,22972.0,13.113286305149858,1.4929040961781488,10.04207489229217
63,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,24990.0,24990.0,13.168512139569543,2.272125885509337,10.126271039034782
65,NonResidential,Retail,1.0,2,Retail,0,1,1,2,0.0,1.0,12000.0,24000.0,14.092345196661382,3.7362400254737738,10.085850775128717
53,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,100386.0,100386.0,15.10375994062465,4.573989068504517,11.516787995784526
50,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,24354.0,24354.0,13.50886149397548,2.906354462402774,10.100492446240644
57,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,33600.0,33600.0,13.649952161020542,2.794227897343262,10.422311107413181
42,NonResidential,Other,1.0,1,Industrial,0,1,1,1,0.0,1.0,20819.0,20819.0,14.343152811251414,3.9564225927248304,9.94366934216896
49,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,23296.0,23296.0,14.173084822393083,3.713815939403968,10.056079875899302
62,NonResidential,Other,1.0,1,Warehouse,0,1,1,7,0.0,1.0,35222.0,35222.0,14.379764501578064,3.723763855967438,10.469454557298322
59,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,25520.0,25520.0,14.29223886951543,4.0943445622221,10.147256921643994
64,NonResidential,Other,1.0,1,Other,0,1,0,1,0.0,1.0,25460.0,25460.0,13.634843082423355,1.9198594718553708,10.144903148637786
42,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,12145.5,24291.0,13.732597996613897,2.004179057179289,10.097902357017466
58,NonResidential,Retail,1.0,2,Retail,0,1,0,1,0.0,1.0,10369.0,20738.0,13.174488569419076,1.541159071680806,9.939771264613375
16,NonResidential,Other,1.0,4,Office,0,1,0,2,0.0,1.0,7737.0,30948.0,13.73185425097308,2.0028304393079956,10.34009596741305
38,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,21755.0,21755.0,13.645999964233619,2.9183111265854063,9.98764486054285
56,NonResidential,Other,1.0,1,Other,0,1,0,1,0.0,1.0,27933.0,27933.0,15.628669581336197,3.778034365424829,10.237599863865716
33,NonResidential,Office,1.0,1,Office,0,1,1,2,0.0,1.0,23143.0,23143.0,13.946522701819722,3.6856241613932634,10.04949084665597
54,NonResidential,Office,1.0,1,Office,0,1,1,2,0.0,1.0,28800.0,28800.0,14.561129094974087,4.112839144858265,10.268165387743457
64,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,39600.0,39600.0,12.911769267169657,1.3402504226184837,10.586609649448985
64,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,39600.0,39600.0,13.057073440798186,2.327277705584417,10.586609649448985
79,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,41248.0,41248.0,13.918348582314302,2.8622008809294686,10.627382149044733
7,NonResidential,Other,1.0,1,Other,0,1,1,2,0.0,1.0,36400.0,36400.0,14.265150593226435,3.85354607566917,10.502351525774941
96,NonResidential,Other,1.0,1,Other,0,1,0,1,0.0,1.0,31332.0,31332.0,15.089008282214287,3.2546289945740186,10.352427134229572
68,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,17932.0,35864.0,14.020990624384895,3.7986303180730556,10.487517168560535
62,NonResidential,Public,1.0,1,Public,0,1,1,1,0.0,1.0,20484.0,20484.0,13.620271072852322,3.6732580732109796,9.927448189980971
43,NonResidential,Other,1.0,4,Hospital,0,1,1,1,0.0,1.0,11270.5,45082.0,15.265323584408044,4.548599834499697,10.716260514297943
65,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,20800.0,41600.0,13.993795855010184,3.4654233539614268,10.635879484421974
56,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,17055.0,34110.0,14.757073831798229,2.9375733593804587,10.43737519189882
46,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,2,0.0,1.0,23750.0,23750.0,13.167285475002474,1.536867219599265,10.075379913839543
46,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,2,0.0,1.0,43390.0,43390.0,13.187671250951922,1.551808799597464,10.678007325311796
57,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,35400.0,35400.0,12.94796162599478,2.331172549845958,10.474495347310453
50,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,28144.0,28144.0,13.663177225759995,2.2213750375685026,10.245124997898127
100,NonResidential,Warehouse,1.0,3,Warehouse,0,1,1,2,0.0,1.0,23761.0,71283.0,14.72829083539697,3.7880458256084353,11.17442717729299
27,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,2,0.0,1.0,23792.0,23792.0,14.863567437835025,3.038791763014438,10.077146698751429
85,NonResidential,Other,1.0,1,Warehouse,0,1,1,3,0.0,1.0,46183.0,46183.0,14.452353753673485,3.3645333972905638,10.74038869674077
32,NonResidential,Office,1.0,5,Office,0,1,1,2,0.3138,0.6862,14522.6,72613.0,14.771873467316134,3.7602694502006093,11.192913019687698
27,SPS-District K-12,School,1.0,3,School,0,1,1,1,0.0,1.0,17224.0,51672.0,14.177728075922166,3.0587070727153796,10.852690680366042
26,Nonresidential COS,Hospital,1.0,2,Hospital,0,1,0,2,0.289,0.711,19176.0,38352.0,14.5616593791071,2.7536607123542622,10.55458803059373
21,Nonresidential COS,Other,1.0,1,Other,0,1,1,3,0.0,1.0,28425.0,28425.0,14.573414399929971,4.06474409244581,10.255059498298957
7,NonResidential,Other,1.0,3,Other,0,1,1,1,0.0,1.0,11705.0,35115.0,14.46937323333627,3.4946877247494945,10.4664121460461
44,NonResidential,Other,1.0,1,Other,0,1,1,5,0.0,1.0,66704.0,66704.0,13.3055476869201,3.033509637888021,11.108035191612906
47,Nonresidential COS,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,25658.0,25658.0,13.877509411562112,2.9892110565637253,10.152649666248891
109,NonResidential,Office,1.0,2,Office,0,1,1,2,0.0,1.0,18000.0,36000.0,13.860664237177453,2.9465420293632194,10.491301994830229
103,NonResidential,Other,1.0,1,Parking,0,1,1,2,0.0,1.0,36000.0,36000.0,13.965794449965674,3.314913013065143,10.491301994830229
101,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,1,0.0,1.0,21600.0,43200.0,14.472954133090072,3.9156165409382764,10.673618922112436
103,NonResidential,Office,1.0,4,Office,0,1,1,2,0.239,0.761,13460.0,53840.0,14.88450718360763,3.8680711178989635,10.893790537697386
41,NonResidential,Retail,1.0,1,Retail,0,1,1,2,0.0,1.0,43794.0,43794.0,13.967835643837052,3.1986731175506815,10.68727493459719
48,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,48280.0,48280.0,14.809441637230846,4.3766371373894435,10.784793387507323
62,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,36040.0,36040.0,12.804384799007858,2.167910189667444,10.49241245828517
66,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,10192.5,20385.0,13.603916074312513,3.5564902660681907,9.922603669728359
70,NonResidential,Public,1.0,1,Public,0,1,0,1,0.0,1.0,24295.0,24295.0,12.283570579550558,0.9202827531436926,10.098067006725584
49,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,10158.5,20317.0,13.339078812577949,1.673351238177753,9.919262471651491
43,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,24377.0,24377.0,16.10311002525894,5.56574570997255,10.101436365215783
30,NonResidential,Other,1.0,1,Other,0,1,0,1,0.0,1.0,33392.0,33392.0,14.840350625800186,3.0170044088295307,10.416101576161335
30,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,45155.0,45155.0,15.713756983177966,5.072858637276387,10.717878440381437
50,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,32000.0,32000.0,14.597652335133121,3.7558369222388173,10.373522431293592
46,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,44000.0,44000.0,15.274696696615791,5.173490833601192,10.691967639914864
43,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,36000.0,36000.0,14.835015243279159,4.83150862819882,10.491301994830229
37,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,31360.0,31360.0,14.120767226021384,3.788272197991971,10.353320361711043
37,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,33320.0,33320.0,14.665334510805963,4.185859671057874,10.41394310783523
37,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,48020.0,48020.0,14.679905392869777,4.096675177560383,10.779393694214807
37,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,27420.0,27420.0,13.977921244103948,3.6901286735143684,10.219064422181425
67,NonResidential,School,1.0,2,School,0,1,1,1,0.0,1.0,21822.5,43645.0,14.535278917064463,4.456089962973938,10.683866919038945
64,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,26853.0,26853.0,14.151313820872462,3.111735949310297,10.198170064632654
107,NonResidential,Other,1.0,4,Other,0,1,1,1,0.0,1.0,11193.75,44775.0,13.764950284325042,3.4301087251565754,10.709427560571196
100,NonResidential,Other,2.0,1,Other,0,1,1,4,0.0,1.0,27760.0,13880.0,14.857067545123234,4.734618253174978,10.231387437026681
79,NonResidential,Other,1.0,1,Other,0,1,1,3,0.0,1.0,20975.0,20975.0,12.758343489570898,2.0095554142156695,9.95113420600348
98,NonResidential,Other,1.0,1,Other,0,1,1,1,0.0,1.0,26075.0,26075.0,14.290818687190873,2.9231615807191558,10.16877063004443
24,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,29394.0,29394.0,14.212057853655269,3.305787196857497,10.288579870836355
90,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,2,0.0,1.0,10200.0,20400.0,12.991247351146791,2.5779415157551897,9.923339198238729
90,NonResidential,Office,1.0,1,Office,0,1,0,1,0.0,1.0,20460.0,20460.0,13.714078842232716,1.9878743481543455,9.92627591416656
91,NonResidential,Other,1.0,2,Other,0,1,0,1,0.0,1.0,12910.5,25821.0,12.253431801056868,0.9001613499442714,10.158982120734663
61,NonResidential,Warehouse,1.0,2,Warehouse,0,1,0,1,0.0,1.0,10935.0,21870.0,13.887227665348682,2.138889000323256,9.992916837362552
28,NonResidential,Warehouse,3.0,1,Warehouse,0,1,1,1,0.0,1.0,51664.0,17221.3333,15.076266568248485,4.216119619148022,10.852535848648456
46,NonResidential,Hospital,1.0,1,Hospital,0,1,1,1,0.0,1.0,43615.0,43615.0,14.957772998143833,4.67609452432479,10.68317933449626
46,NonResidential,Office,1.0,3,Office,0,1,0,1,0.0,1.0,12293.0,36879.0,13.95027612618069,2.194999882314108,10.51542467767053
14,Nonresidential COS,Other,1.0,2,Other,0,1,1,2,0.0,1.0,14265.5,28531.0,15.066824047901541,4.540098189244376,10.258781543397928
34,NonResidential,Warehouse,1.0,2,Warehouse,0,1,0,1,0.0,1.0,18300.0,36600.0,12.639157480647944,1.1474024528375417,10.50783084142058
12,NonResidential,Other,1.0,5,Office,0,1,0,2,0.0,1.0,7035.2,35176.0,13.827405901992957,2.085672091430472,10.468147738930524
76,NonResidential,Other,1.0,2,University,0,1,1,2,0.3691,0.6309,20646.5,41293.0,14.859273500137455,4.13804241748782,10.628472489944825
75,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,48890.0,48890.0,14.557551468759073,4.136765278106052,10.797348609444098
16,NonResidential,Office,1.0,3,Office,0,1,0,1,0.0,1.0,14491.0,43473.0,15.300951027751685,3.459151774922711,10.679918337232811
26,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,40265.0,40265.0,15.134696364905736,3.5967641652061304,10.603262719386294
11,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,26208.0,26208.0,14.291052105842736,3.653511310276145,10.17385814221302
41,Nonresidential COS,Other,1.0,2,Other,0,1,1,6,0.0,1.0,13613.5,27227.0,15.901721013767407,5.662578462732144,10.212001134567842
90,NonResidential,Other,1.0,1,Other,0,1,1,6,0.0,1.0,42172.0,42172.0,15.002066642950638,5.031352535684977,10.649535484831526
106,NonResidential,Office,1.0,5,Office,0,1,1,1,0.0,1.0,6450.0,32250.0,13.587408954547959,2.5209170873110334,10.381304329495126
63,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,51000.0,51000.0,14.076366666505356,2.719319793360441,10.839600519357369
100,NonResidential,Other,1.0,1,Other,0,1,0,3,0.0,1.0,27000.0,27000.0,12.34521442303415,0.9555114450274363,10.203629181337648
81,NonResidential,Other,1.0,2,Other,0,1,1,3,0.0,1.0,10373.5,20747.0,13.817473629877155,2.915064370486536,9.940205135471292
88,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,2,0.0,1.0,20400.0,40800.0,13.613708736909592,3.3614165116503107,10.616461869895815
96,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,10075.0,20150.0,13.264166929926644,1.6134299337036377,9.911009193934975
107,NonResidential,Office,1.0,7,Office,0,1,0,1,0.0,1.0,5142.8571,36000.0,14.335765114302733,2.543961412569315,10.491301994830229
78,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,3,0.0,1.0,20638.0,41276.0,14.73263374325292,4.5810823904590015,10.628060723095926
79,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,2,0.0,1.0,12215.0,24430.0,14.02481792928332,3.2035591207563074,10.103608096692797
89,NonResidential,Office,1.0,1,Office,0,1,1,1,0.0,1.0,22580.0,22580.0,13.741418143381841,2.365559892155434,10.024864123702642
90,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,20000.0,20000.0,13.519163216946316,3.541538866215227,9.90353755128617
62,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,42000.0,42000.0,14.543062365719521,4.41968362585098,10.645448706505872
54,NonResidential,Other,1.0,1,Other,0,1,1,2,0.0,1.0,24248.0,24248.0,11.62599253659507,0.5822156198526637,10.096130658401954
7,NonResidential,Residential,1.0,6,Residential,0,1,1,1,0.0,1.0,40750.0,244500.0,16.215189874772964,5.682899263739777,12.40697467786825
84,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,24617.0,24617.0,11.579826817421987,0.5596157879354227,10.11123316167024
7,NonResidential,Other,1.0,3,Parking,0,1,0,2,0.6667,0.3333,42355.0,127065.0,14.99266057624049,3.1620938107692163,11.752461915490594
52,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,37247.0,37247.0,14.374352046207045,4.083620598859125,10.52535353109111
23,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,25384.0,25384.0,14.92336946459117,4.359653205696989,10.141913727381494
106,NonResidential,Office,1.0,3,Office,0,1,0,2,0.0,1.0,16350.6667,49052.0,14.181157767973051,2.402430427963762,10.800656625202697
116,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,1,0.0,1.0,26055.0,52110.0,13.282081707632424,3.263849190510932,10.861131337893761
79,NonResidential,Office,1.0,2,Office,0,1,1,2,0.0,1.0,19518.0,39036.0,14.239664437967832,3.6951100038645723,10.572265193312061
93,NonResidential,Office,1.0,1,Office,0,1,1,3,0.0,1.0,26310.0,26310.0,13.556109692040808,2.771963526845863,10.177742381673879
50,NonResidential,Retail,1.0,1,Retail,0,1,1,2,0.0,1.0,37883.0,37883.0,16.335992984907776,6.026107490551522,10.542284138345991
54,NonResidential,School,1.0,3,School,0,1,1,1,0.0,1.0,9958.0,29874.0,14.057711949485682,4.012230265845171,10.304777289233812
45,NonResidential,Office,1.0,2,Office,0,1,1,1,0.0,1.0,19976.5,39953.0,14.226668017189942,3.3690184832979204,10.595484071338678
18,NonResidential,Retail,1.0,2,Retail,0,1,0,2,0.0,1.0,10600.0,21200.0,14.332175599097981,2.540814281726296,9.961803629358965
36,NonResidential,Retail,1.0,1,Retail,0,1,0,2,0.0,1.0,30630.0,30630.0,15.616971977366587,3.7667659927710075,10.329767847024877
36,NonResidential,Retail,1.0,2,Retail,0,1,0,2,0.0,1.0,11710.5,23421.0,14.455587801051104,2.6546494243750947,10.061431030602083
85,SPS-District K-12,School,1.0,3,School,0,1,1,1,0.0,1.0,39038.6667,117116.0,15.559886011432674,5.55028158367044,11.670928714112977
88,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,12060.0,24120.0,13.702402538308815,3.482470101790892,10.090838109351523
87,NonResidential,Public,1.0,3,Public,0,1,1,2,0.0,1.0,11912.0,35736.0,13.953708887228998,3.9541241814467813,10.483941845626783
75,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,51050.0,51050.0,14.00295791370961,3.3586377672433594,10.840580412039547
62,NonResidential,Retail,1.0,2,Retail,0,1,1,1,0.0,1.0,10950.0,21900.0,14.079560996195278,3.7764323511217976,9.994287576862567
64,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,16300.0,16300.0,11.919515253055366,0.9555114450274363,9.69898173460629
52,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,33462.0,33462.0,14.142254466766394,2.367436065313662,10.41819562981634
64,NonResidential,Other,1.0,1,Other,0,1,1,3,0.0,1.0,35310.0,35310.0,14.101794716289236,3.821660565347755,10.47194980911048
54,NonResidential,Other,1.0,3,Other,0,1,0,1,0.0,1.0,12046.6667,36140.0,15.353137918690582,3.5097527882165007,10.495183233934963
25,NonResidential,Other,1.0,2,Other,0,1,1,2,0.4458,0.5542,23981.5,47963.0,15.915173021795738,5.703482429647199,10.778206008499323
86,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,23903.0,23903.0,12.936914360320744,2.7324175575505043,10.081801087932543
69,NonResidential,Other,1.0,3,Other,0,1,1,1,0.0,1.0,7507.3333,22522.0,13.238322305944,3.1994891110680106,10.022292288301378
20,NonResidential,Other,1.0,4,Other,0,1,1,1,0.0,1.0,9739.75,38959.0,13.716520126835112,3.212455257065278,10.57029075775647
88,NonResidential,Warehouse,1.0,2,Warehouse,0,1,0,3,0.0,1.0,12977.5,25955.0,14.012813497989692,2.2502386126218363,10.164158075741058
65,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,10968.0,21936.0,13.319173425603363,3.393837027255863,9.995929987925688
56,NonResidential,Other,1.0,1,Other,0,1,1,3,0.0,1.0,25406.0,25406.0,14.708418429148447,3.7602694502006093,10.142780005589708
49,NonResidential,Office,1.0,2,Office,0,1,0,1,0.0,1.0,11625.0,23250.0,13.714846773155845,1.9878743481543455,10.054103420843255
54,Nonresidential COS,Warehouse,1.0,1,Warehouse,0,1,1,6,0.0,1.0,45036.0,45036.0,14.398674750126307,3.9225672193038172,10.71523965313516
7,NonResidential,Other,1.0,39,Residential,0,1,1,3,0.1043,0.8957,27552.6154,1074552.0,17.089509631572568,6.110557835119837,13.887415319115817
57,NonResidential,Other,1.0,2,University,0,1,1,2,0.0,1.0,61339.5,122679.0,16.61145887056861,6.378850541816241,11.717334618228188
71,Campus,Other,14.0,2,University,0,1,1,1,0.0,1.0,268500.0,38357.1429,18.322071178155298,8.234740090698692,13.19375523568666
36,NonResidential,Office,1.0,4,Office,0,1,1,1,0.0,1.0,5755.5,23022.0,13.842378242394327,2.7498317351171653,10.04424899524437
49,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,3,0.0,1.0,27263.0,27263.0,14.719988998612417,2.9025198918318122,10.213322429629041
54,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,1,0.0,1.0,31569.0,31569.0,14.935245027770927,4.840953517648737,10.359962581552038
60,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,22509.0,22509.0,12.08849219691415,0.8064758658669485,10.021714933900778
60,NonResidential,Warehouse,1.0,1,Warehouse,0,1,1,2,0.0,1.0,39984.0,39984.0,13.886115679078047,3.6328380632303117,10.59625966276599
110,NonResidential,Public,1.0,1,Public,0,1,1,1,0.0,1.0,26440.0,26440.0,13.4868761873642,3.3648791189880436,10.18267111473301
60,NonResidential,Other,1.0,2,Other,0,1,1,1,0.0,1.0,14400.0,28800.0,13.94989076212134,3.415757532993485,10.268165387743457
7,NonResidential,School,4.0,2,School,0,1,1,1,0.0,1.0,14250.0,7125.0,13.966136855875952,3.389124800427886,10.25769445336048
38,NonResidential,Restaurant,1.0,2,Restaurant,0,1,1,2,0.0,1.0,13259.5,26519.0,15.128444936347366,4.587718792374336,10.185654444299798
28,NonResidential,Other,1.0,2,Restaurant,0,1,1,3,0.4446,0.5554,17319.5,34639.0,16.555103482002927,6.247481788695952,10.45276436267637
95,NonResidential,Other,1.0,2,Other,0,1,1,1,0.0,1.0,13150.0,26300.0,15.079027636034883,4.770176020572358,10.177362240256695
54,NonResidential,Restaurant,1.0,2,Restaurant,0,1,1,1,0.0,1.0,17036.0,34072.0,15.700299957687962,5.4285119482058635,10.436260560784943
67,NonResidential,Office,1.0,3,Office,0,1,0,1,0.0,1.0,7785.0,23355.0,13.641812164597564,1.925707441737794,10.058609189403429
51,NonResidential,Office,1.0,4,Office,0,1,1,2,0.0,1.0,7710.0,30840.0,15.08040238782444,4.627029520340985,10.336600252573104
70,NonResidential,Other,1.0,1,Other,0,1,1,1,0.0,1.0,20332.0,20332.0,12.880762246935983,2.4840729690394228,9.920000460910341
116,NonResidential,Public,1.0,1,Public,0,1,1,1,0.0,1.0,21850.0,21850.0,12.669163078291799,2.645465325910589,9.992001966066868
19,NonResidential,Other,1.0,4,Residential,0,1,1,4,0.2164,0.7836,8070.5,32282.0,14.146047537169277,3.5729072778615154,10.382296054868503
33,NonResidential,Office,1.0,13,Office,0,1,0,4,0.2701,0.7299,23658.2308,307557.0,16.068151971746147,4.209457369322605,12.63641896632877
98,NonResidential,Other,1.0,2,Other,0,1,1,1,0.0,1.0,14154.5,28309.0,12.972260940406917,2.553343811341229,10.250970378105945
102,NonResidential,Residential,1.0,4,Residential,1,1,1,1,0.0,1.0,11375.0,45500.0,14.844985679020962,4.812184355372417,10.725489582719506
116,NonResidential,Office,1.0,5,Office,0,1,0,2,0.0,1.0,7675.2,38376.0,14.537504576214092,2.731115474033206,10.555213600795284
116,NonResidential,Office,1.0,4,Office,0,1,1,2,0.0,1.0,10701.0,42804.0,14.25021257185068,3.861361090625918,10.664410197176586
11,NonResidential,Other,1.0,5,Residential,0,1,1,4,0.0,1.0,11520.0,57600.0,15.75909471828965,5.413251904640136,10.961295207644392
116,NonResidential,Office,1.0,4,Office,0,1,1,4,0.0,1.0,8325.0,33300.0,14.06821164938331,2.983659692319722,10.413342705547674
116,NonResidential,Other,1.0,3,Other,0,1,1,1,0.0,1.0,7400.0,22200.0,12.148161199938853,2.085672091430472,10.007892611890918
48,NonResidential,Warehouse,1.0,2,Warehouse,0,1,1,2,0.0,1.0,14749.0,29498.0,15.14229413765465,3.9328055446106744,10.292111643448266
78,NonResidential,Warehouse,1.0,1,Warehouse,0,1,0,1,0.0,1.0,23050.0,23050.0,13.053385550447064,1.4469189829363254,10.045464431431677
86,NonResidential,Retail,1.0,1,Retail,0,1,1,1,0.0,1.0,46059.0,46059.0,14.274615559208947,3.0754672415728446,10.737700173374677
46,NonResidential,Hospital,1.0,2,Hospital,0,1,1,1,0.0,1.0,11797.5,23595.0,13.613896848559765,2.018895041811802,10.068832485122966
116,NonResidential,Office,1.0,3,Office,1,1,1,1,0.0,1.0,9380.6667,28142.0,13.649572628577083,3.5576311675039825,10.245053934794061
116,NonResidential,Office,1.0,3,Office,1,1,1,3,0.0,1.0,9586.6667,28760.0,14.777147243805295,4.833022633030035,10.266775581745106
114,NonResidential,Office,1.0,4,Office,0,1,1,2,0.0,1.0,9757.5,39030.0,13.47769644643149,2.6871669901857858,10.572111481163375
107,NonResidential,Office,1.0,3,Office,0,1,1,2,0.0,1.0,15738.3333,47215.0,14.553964222672995,4.171459912439625,10.76248809718272
90,Nonresidential COS,Other,1.0,2,Other,0,1,1,2,0.4385,0.5615,30790.0,61580.0,15.250462693538084,4.256038151220088,11.02810866038529
99,NonResidential,Office,1.0,3,Office,0,1,1,2,0.0,1.0,10240.0,30720.0,14.06912162472868,3.2782761681496484,10.332701738815134
100,NonResidential,Other,1.0,2,Retail,0,1,0,3,0.0,1.0,10320.0,20640.0,12.930145185186781,1.355835153635182,9.935034668034257
104,NonResidential,Other,1.0,2,Retail,0,1,0,3,0.0,1.0,17457.0,34914.0,14.103160598653044,2.331172549845958,10.460671815280136
110,NonResidential,Office,1.0,3,Office,0,1,1,3,0.0,1.0,6965.6667,20897.0,13.779805462777858,2.933324813425374,9.947408739594056
100,NonResidential,Retail,1.0,2,Retail,0,1,0,1,0.0,1.0,18470.0,36940.0,12.727085422500744,1.208960345836975,10.517077324312647
103,NonResidential,Office,1.0,3,Office,0,1,1,1,0.0,1.0,7622.0,22866.0,13.958477034244725,3.080073421987742,10.037450102199095
96,NonResidential,Retail,1.0,1,Retail,0,1,1,2,0.0,1.0,30240.0,30240.0,14.050288466906814,2.9543893100196086,10.316953898529778
54,NonResidential,Other,1.0,2,Other,0,1,0,1,0.0,1.0,14293.0,28586.0,15.440468410656402,3.594568774642695,10.260707348016298
108,NonResidential,Residential,1.0,3,Residential,0,1,1,2,0.0,1.0,9600.0,28800.0,15.35116133907742,5.254626677923303,10.268165387743457
37,NonResidential,Office,1.0,3,Office,0,1,0,2,0.0,1.0,11734.0,35202.0,15.098042154120412,3.2634667081960758,10.468886585227278
47,NonResidential,Residential,1.0,6,Residential,0,1,1,2,0.2742,0.7258,15852.8333,95117.0,15.789889109165722,5.219220045189334,11.462873505071283
106,NonResidential,Public,1.0,2,Public,0,1,1,1,0.0,1.0,12300.0,24600.0,12.710056417113263,1.8961194845522977,10.110542371500753
116,NonResidential,Public,1.0,1,Public,1,1,1,3,0.0,1.0,48850.0,48850.0,13.877058518078556,4.190412030968334,10.796530128090472
